TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,MAIN_ADDRESS,LATITUDE,LONGITUDE
Townhouse for sale,579000,3,2,2184.207862,"103-12 114th StRichmond Hill South, NY 11419",40.6863457,-73.8292298
House for sale,868000,3,2,1690,"64-13 79th StMiddle Village, NY 11379",40.7187347,-73.875063
House for sale,699900,5,1,1827,"87-37 90th StWoodhaven, NY 11421",40.6917678,-73.8540537
House for sale,559900,3,2,2184.207862,"116-42 204th StSaint Albans, NY 11412",40.6957516,-73.7490297
Co-op for sale,650000,3,1,2184.207862,"100 Bank St Apt 4FNew York, NY 10014",40.7362367,-74.0070136
Condo for sale,209000,1,1,2184.207862,"1470 East Ave Apt 4DBronx, NY 10462",40.836532,-73.859174
Co-op for sale,1695000,3,2,2184.207862,"80 E End Ave Apt 8EManhattan, NY 10028",40.7731502,-73.9462859
House for sale,570000,3,2,1728,"2953 Pearsall AveBronx, NY 10469",40.869166,-73.8520258
Co-op for sale,419800,2,1,1000,"72-81 113th St Unit 5MForest Hills, NY 11375",40.7199582,-73.8357232
Contingent,1875000,3,2,2184.207862,"140 E 81st St Apt 12ANew York, NY 10028",40.7760492,-73.9577296
Condo for sale,5900000,3,3,2706,"241 Fifth Ave Ph 15New York, NY 10016",40.744213,-73.987241
Multi-family home for sale,4000000,32,12,7200,"154 E 105th StNew York, NY 10029",40.791206,-73.946512
Condo for sale,1450000,2,2,1175,"123 Washington St Apt 33BNew York, NY 10006",40.7092191,-74.0137534
Multi-family home for sale,975000,7,4,1920,"1392 Commonwealth AveBronx, NY 10472",40.8345273,-73.8686683
Co-op for sale,210000,3,1,550,"9710 62nd Dr Apt 2NRego Park, NY 11374",40.7323502,-73.8611654
Co-op for sale,310000,1,1,2184.207862,"5700 Arlington Ave Apt 2SBronx, NY 10471",40.9069228,-73.9062512
Townhouse for sale,8575000,6,6,5500,"161 E 63rd StNew York, NY 10065",40.7645068,-73.9653462
Multi-family home for sale,1895000,5,4,2184.207862,"595 Van Buren StBrooklyn, NY 11221",40.6925254,-73.9260278
Co-op for sale,10500000,5,6,2184.207862,"955 5th Ave # 4 & 5ANew York, NY 10075",40.7753473,-73.9646138
Condo for sale,2990000,3,2,1721,"77 Greenwich St Apt 16ANew York, NY 10006",40.7074175,-74.0135328
Co-op for sale,440000,2,1,2184.207862,"1405 Prospect Pl Apt B11Brooklyn, NY 11213",40.6733835,-73.9300041
Land for sale,650000,3,2.373860858,2184.207862,"191-43 Foothill AveHollis, NY 11423",40.7175476,-73.7702388
House for sale,600000,2,2,2184.207862,"571 Watkins St Unit 1Brooklyn, NY 11212",40.6585229,-73.9047396
Multi-family home for sale,1895000,5,4,2184.207862,"595 Van Buren StBrooklyn, NY 11221",40.6925254,-73.9260278
Co-op for sale,160000,3,1,2184.207862,"99-35 59 Ave Unit 5LCorona, NY 11368",40.7376451,-73.8581248
Multi-family home for sale,3500000,30,20,18400,"1319 Newkirk AveBrooklyn, NY 11230",40.6351799,-73.9646138
House for sale,599900,3,2,1534,"1618 Adee AveBronx, NY 10469",40.8697604,-73.8408611
Multi-family home for sale,2499000,7,4,2184.207862,"1159 52nd StBrooklyn, NY 11219",40.6352404,-73.9966562
Multi-family home for sale,1850000,7,3,2240,"1517 66th StBrooklyn, NY 11219",40.6225358,-73.9970748
Condo for sale,888000,3,2,1700,"956 79th St Unit 1BBrooklyn, NY 11228",40.6226046,-74.0176964
Multi-family home for sale,500000,3,2.373860858,2184.207862,"438 E 141st StBronx, NY 10454",40.810301,-73.9202983
Condo for sale,1995000,1,2,910,"29 W 85th St Unit 1Manhattan, NY 10024",40.7852077,-73.9706676
Contingent,495000,2,3,1200,"6218 Amboy RdStaten Island, NY 10309",40.5240094,-74.2133774
House for sale,599000,3,2,1690,"1466 Stickney PlBronx, NY 10469",40.88047,-73.8503054
Co-op for sale,178000,3,1,719,"61-20 Grand Central Pkwy Unit B1210Forest Hills, NY 11375",40.7379227,-73.8470718
Co-op for sale,279900,1,1,850,"679 W 239th Ave Unit 3KBronx, NY 10463",40.8901764,-73.9146261
House for sale,9000000,3,2.373860858,2184.207862,"8710 5th AveBrooklyn, NY 11209",40.6207751,-74.0273954
Co-op for sale,119000,3,1,2184.207862,"89-00 170 St Unit 11NJamaica, NY 11432",40.7095699,-73.79113
Co-op for sale,935000,2,2,1150,"166 E 96th St Apt 6AManhattan, NY 10128",40.7856236,-73.9507052
Pending,750000,3,2,1260,"1947 Adam Clayton Powell Jr Blvd Apt 1Manhattan, NY 10026",40.8040569,-73.951435
Co-op for sale,318000,3,1,450,"200 E 36th St Apt 4JNew York, NY 10016",40.7467649,-73.976998
House for sale,3399000,7,2.373860858,3446,"119-12 83rd AveKew Gardens, NY 11415",40.7082867,-73.8335669
Townhouse for sale,528000,2,2,2184.207862,"114-03 Inwood StJamaica, NY 11436",40.6850187,-73.7977904
Townhouse for sale,7800000,7,8,7200,"120 E 61st StNew York, NY 10065",40.7636541,-73.9681695
Co-op for sale,199888,1,1,2184.207862,"153-25 88 St Unit 4EHoward Beach, NY 11414",40.6661012,-73.8471882
Multi-family home for sale,5950000,6,5,2184.207862,"416 E 50th StNew York, NY 10022",40.7534926,-73.9655356
Co-op for sale,315000,2,1,1000,"3935 Blackstone Ave Apt 1ABronx, NY 10471",40.890384,-73.9117878
Co-op for sale,119000,3,1,2184.207862,"89-00 170 St Unit 11NJamaica, NY 11432",40.7095699,-73.79113
Co-op for sale,899000,1,1,2184.207862,"300 E 54th St Apt 34ANew York, NY 10022",40.7570928,-73.9663495
Multi-family home for sale,2050000,4,2,1760,"174 Eagle StBrooklyn, NY 11222",40.735132,-73.9536334
Condo for sale,615000,2,1,733,"148-09 Northern Blvd Apt 4FQueens, NY 11354",40.7654814,-73.8178731
Co-op for sale,178000,3,1,719,"61-20 Grand Central Pkwy Unit B1210Forest Hills, NY 11375",40.7379227,-73.8470718
Co-op for sale,279900,1,1,850,"679 W 239th Ave Unit 3KBronx, NY 10463",40.8901764,-73.9146261
Co-op for sale,385000,3,1,440,"400 W 58th St Apt 4BNew York, NY 10019",40.7682097,-73.9846027
Condo for sale,209000,1,1,650,"1000 Clove Rd Apt 5DStaten Island, NY 10301",40.6202645,-74.1099106
Co-op for sale,259000,3,1,590,"35-35 75th St Unit 225Jackson Heights, NY 11372",40.7510999,-73.89118
Co-op for sale,695000,1,1,2184.207862,"303 W 66th St Apt 11JWNew York, NY 10023",40.776554,-73.9876401
Multi-family home for sale,1980000,3,3,3536,"2635 E 19th StBrooklyn, NY 11235",40.5875466,-73.9501033
Co-op for sale,1950000,2,2,2184.207862,"350 Bleecker St Unit 3WXManhattan, NY 10014",40.7341122,-74.004816
Pending,1595000,4,2,2627,"519 Tulfan TerBronx, NY 10463",40.8872408,-73.9082189
Multi-family home for sale,919000,6,3,1760,"2039 Continental AveBronx, NY 10461",40.8529073,-73.830339
House for sale,285000,3,2.373860858,2184.207862,"372 Atkins AveBrooklyn, NY 11208",40.6695084,-73.8779921
Co-op for sale,499000,3,2,1200,"1100 Grand Concourse Apt 2FBronx, NY 10456",40.831991,-73.919124
Co-op for sale,359000,2,1,850,"1901 Madison Ave Apt 412Manhattan, NY 10035",40.804259,-73.9415268
Condo for sale,771770,2,2,710,"134-16 35th Ave Unit 11DFlushing, NY 11354",40.7639577,-73.8325965
Condo for sale,3550000,3,2,2693,"144 W 18th St Apt 3ENew York, NY 10011",40.7404065,-73.9970822
Townhouse for sale,9750000,8,7,7228,"53 E 64th St Unit ThNew York, NY 10065",40.7664631,-73.9679613
Co-op for sale,4395000,6,4,2700,"47 E 88th St Unit 4CNew York, NY 10128",40.7822272,-73.9575194
Co-op for sale,695000,1,2,2184.207862,"955 Lexington Ave # 11ANew York, NY 10021",40.7687538,-73.9631311
Multi-family home for sale,1398000,4,2,2184.207862,"73-28 173rd StFresh Meadows, NY 11366",40.7283735,-73.7970194
Co-op for sale,1950000,2,2,2184.207862,"350 Bleecker St Unit 3WXManhattan, NY 10014",40.7341122,-74.004816
House for sale,285000,3,2.373860858,2184.207862,"372 Atkins AveBrooklyn, NY 11208",40.6695084,-73.8779921
Pending,1595000,4,2,2627,"519 Tulfan TerBronx, NY 10463",40.8872408,-73.9082189
Condo for sale,645000,3,1,419,"181 7th Ave Apt 5AManhattan, NY 10011",40.7424515,-73.996531
Multi-family home for sale,859000,6,3,2184.207862,"1266 Findlay AveBronx, NY 10456",40.8340749,-73.9113421
Condo for sale,771770,2,2,710,"134-16 35th Ave Unit 11DFlushing, NY 11354",40.7639577,-73.8325965
House for sale,19500000,5,7,2184.207862,"118 E 83rd StNew York, NY 10028",40.7776535,-73.957772
Condo for sale,1250000,2,2,1434,"380 Lenox Ave Unit 4BManhattan, NY 10027",40.810446,-73.943187
Co-op for sale,449000,2,1,2184.207862,"7538 263rd St Unit A1Glen Oaks, NY 11004",40.7493102,-73.7118303
Condo for sale,7990000,5,4,5202,"46 Laight St Unit MaisonetteNew York, NY 10013",40.7221603,-74.0078633
Co-op for sale,3950000,2,2,2184.207862,"1 Fifth Ave Unit 19GNew York, NY 10003",40.7316673,-73.996478
Multi-family home for sale,1399000,4,4,2049,"980A Gates AveBrooklyn, NY 11221",40.6890219,-73.9244415
Condo for sale,7750000,3,3,2184.207862,"65 W 13th St Ph 1BNew York, NY 10011",40.7366739,-73.9966616
Co-op for sale,1049000,4,3,2400,"750 Kappock St Unit 611-614Bronx, NY 10463",40.881939,-73.9204858
House for sale,995000,4,3,2000,"2220 Tiemann AveBronx, NY 10469",40.8580267,-73.837909
Co-op for sale,3195000,3,3,2184.207862,"875 5th Ave Unit 9AManhattan, NY 10065",40.7701916,-73.9682413
Co-op for sale,360000,2,2,2184.207862,"211-35 23rd Ave Unit 5FBayside, NY 11360",40.7806336,-73.7800528
Co-op for sale,750000,3,2,1600,"1070 Park Avenue Ave Units MAIS & 1AManhattan, NY 10128",40.7813792,-73.9554399
Co-op for sale,18000000,6,6,2184.207862,"640 Park Ave Fl 3New York, NY 10065",40.7676314,-73.9668788
Co-op for sale,300000,1,1,800,"2942 W 5th St Apt 11SBrooklyn, NY 11224",40.5774084,-73.9732594
House for sale,675888,3,1,1662,"3744 Amboy RdStaten Island, NY 10308",40.5517925,-74.1441587
Townhouse for sale,4400000,3,2.373860858,2400,"428 Clinton StBrooklyn, NY 11231",40.6819385,-73.9985074
Co-op for sale,215000,1,1,2184.207862,"118-66 Metropolitan Ave Unit 1DKew Gardens, NY 11415",40.7062291,-73.8326755
Condo for sale,7990000,5,4,5202,"46 Laight St Unit MaisonetteNew York, NY 10013",40.7221603,-74.0078633
Condo for sale,250000,3,1,2184.207862,"380 Cozine Ave Apt 2ABrooklyn, NY 11207",40.6576494,-73.8782466
Multi-family home for sale,2749000,3,6,4480,"2163 E 17th StBrooklyn, NY 11229",40.5974982,-73.9539607
Townhouse for sale,860000,3,2,2000,"971 E 40th StBrooklyn, NY 11210",40.6315943,-73.9376928
Condo for sale,1195000,1,1,713,"57 Reade St Apt 12ENew York, NY 10007",40.7147947,-74.0064392
House for sale,825000,3,2,1400,"112-30 38th AveCorona, NY 11368",40.7537084,-73.8542469
Co-op for sale,295000,2,1,2184.207862,"3512 Oxford Ave Apt 1EBronx, NY 10463",40.8858375,-73.9088586
Pending,999000,1,2,1150,"403 E 62nd St Apt 14AManhattan, NY 10065",40.7614157,-73.9599761
Condo for sale,599000,1,1,2184.207862,"158 E 100th St Apt 2RNew York, NY 10029",40.7879956,-73.9485879
Townhouse for sale,860000,3,2,2000,"971 E 40th StBrooklyn, NY 11210",40.6315943,-73.9376928
Condo for sale,1195000,1,1,713,"57 Reade St Apt 12ENew York, NY 10007",40.7147947,-74.0064392
Multi-family home for sale,1169900,6,4,2310,"102-33 46th AveCorona, NY 11368",40.7462943,-73.8609962
House for sale,2795000,6,6,3600,"14 St Marks PlBrooklyn, NY 11217",40.6824096,-73.9820791
House for sale,6250000,4,2,4500,"26 E 22nd St # 2/3New York, NY 10010",40.739891,-73.9882646
Multi-family home for sale,2099000,3,6,3520,"1771 66th StBrooklyn, NY 11204",40.6190481,-73.9912327
Co-op for sale,339000,1,1,2184.207862,"77-35 113th St Unit 5BForest Hills, NY 11375",40.7162869,-73.8314446
Co-op for sale,255000,1,1,2184.207862,"68-05 138th St Unit 1CFlushing, NY 11367",40.7315119,-73.8286528
Co-op for sale,140000,3,1,2184.207862,"164-20 Highland Ave Unit 5SJamaica, NY 11432",40.7101573,-73.7988498
Co-op for sale,240000,3,1,500,"70-25 Yellowstone Blvd Unit 7BForest Hills, NY 11375",40.7223221,-73.8493655
Co-op for sale,1775000,2,2,2184.207862,"261 W 71st St Apt 1Manhattan, NY 10023",40.7787812,-73.9837783
Co-op for sale,1195000,2,2,650,"241 E 31st St # 2New York, NY 10016",40.7435603,-73.9784968
House for sale,699000,3,2,2040,"1045 Wheeler AveBronx, NY 10472",40.8247339,-73.8794549
Co-op for sale,4150000,2,2,2184.207862,"875 Fifth Ave # 12BNew York, NY 10065",40.7701916,-73.9682413
Multi-family home for sale,1398000,9,6,4440,"255 Senator StBrooklyn, NY 11220",40.6376945,-74.0263049
Co-op for sale,299000,3,1,650,"42-55 Colden St Unit 12KFlushing, NY 11355",40.7533589,-73.8250479
Co-op for sale,500000,3,1,450,"101 W 12th St Apt 7BManhattan, NY 10011",40.7361563,-73.9977295
Condo for sale,450888,1,1,2184.207862,"63-60 102nd St Unit B14Rego Park, NY 11374",40.7319691,-73.8541569
Co-op for sale,298000,1,1,790,"2620 Ocean Pkwy Apt 6LBrooklyn, NY 11235",40.5860215,-73.9668364
Co-op for sale,230000,1,1,2184.207862,"1360 Ocean Ave Apt 2LBrooklyn, NY 11230",40.6291705,-73.9575654
Condo for sale,748000,2,2,713,"41-62 Bowne St Unit 3DFlushing, NY 11355",40.7576255,-73.8231097
Co-op for sale,15500000,4,6,2184.207862,"1185 Park Ave # 16 & 17FNew York, NY 10128",40.7985635,-73.943597
Townhouse for sale,6850000,4,4,2184.207862,"173 E 70th StNew York, NY 10021",40.7688879,-73.962056
House for sale,735000,3,2,2350,"3271 Hatting PlBronx, NY 10465",40.8170494,-73.802331
Co-op for sale,229999,1,1,2184.207862,"54-44 Little Neck Pkwy Unit 1CLittle Neck, NY 11362",40.7670999,-73.7274399
Pending,100000,3,1,445,"87-70 173rd St Unit 5JJamaica, NY 11432",40.711337,-73.789277
Co-op for sale,385000,1,1,2184.207862,"870 W 181st St Apt 4New York, NY 10033",40.8512338,-73.9412096
Co-op for sale,458000,2,1,2184.207862,"35-21 81st St Unit 1CJackson Heights, NY 11372",40.750966,-73.885177
Co-op for sale,3750000,2,2,2300,"45 Crosby St Apt 4SNew York, NY 10012",40.7218174,-73.9985808
Co-op for sale,3100000,2,2,2184.207862,"262 Central Park W Unit 14DNew York, NY 10024",40.7857788,-73.9693433
Co-op for sale,595000,3,1,2184.207862,"19 E 73rd St Unit MedicalManhattan, NY 10021",40.7728688,-73.9653065
Co-op for sale,470000,2,1,2184.207862,"33-64 21st St Apt 5DQueens, NY 11106",40.7633448,-73.9346195
House for sale,399999,2,1,1056,"123 Roe StStaten Island, NY 10310",40.6309242,-74.1212547
House for sale,599000,4,2,1665,"740 E 242nd StBronx, NY 10470",40.9052119,-73.8481704
Condo for sale,18950000,4,4,5075,"27 Wooster St Unit 7AManhattan, NY 10013",40.7219635,-74.0033414
Condo for sale,2300000,2,2,1035,"108 W 75th St Apt 3New York, NY 10023",40.779437,-73.97814
Co-op for sale,420000,1,1,2184.207862,"311 E 25th St Apt 6GManhattan, NY 10010",40.7389643,-73.9791144
Multi-family home for sale,1459000,5,4,3500,"11 Torrice LoopStaten Island, NY 10309",40.521212,-74.230732
Pending,1150000,2,2,2184.207862,"67 Park Ave # 9BNew York, NY 10016",40.74958,-73.9790355
Pending,299000,2,1,2184.207862,"155-21 86 St Unit 3Howard Beach, NY 11414",40.6642386,-73.8477653
Co-op for sale,499000,1,1,2184.207862,"575 Grand St Apt E203New York City, NY 10002",40.7135079,-73.9794056
Condo for sale,510000,2,2,972,"112 Sunset Blvd Unit 11112Bronx, NY 10473",40.806756,-73.853097
Condo for sale,825000,2,2,1001,"234 W 148th St Apt 6ANew York, NY 10039",40.8241865,-73.939702
House for sale,1150000,3,2,1352,"84 W 197th StBronx, NY 10468",40.871637,-73.8984353
Condo for sale,6895000,2,2,2114,"217 W 57th St Apt 35FNew York, NY 10019",40.7663935,-73.9809909
Co-op for sale,165000,1,1,750,"5614 Netherland Ave Apt 4BBronx, NY 10471",40.9047804,-73.9057444
House for sale,874900,3,4,1500,"42 Greenway AveStaten Island, NY 10314",40.5891334,-74.1468153
Multi-family home for sale,1499999,8,6,2184.207862,"191 Wyckoff AveBrooklyn, NY 11237",40.7028149,-73.9165356
Pending,495000,2,2,1100,"9967 Shore Rd Apt 7EBrooklyn, NY 11209",40.6123382,-74.0356075
Co-op for sale,245000,1,1,863,"3245 Perry Ave Apt 6CBronx, NY 10467",40.8758111,-73.8765929
Condo for sale,565000,1,1,804,"1721 W 6th St Apt 4BBrooklyn, NY 11223",40.6053887,-73.9787595
Co-op for sale,1950000,3,2,1265,"1270 Fifth Ave Unit 2TManhattan, NY 10029",40.7957847,-73.9498024
Multi-family home for sale,699000,2,3,2184.207862,"1735 Pacific StCrown Heights, NY 11213",40.6769065,-73.9327329
Co-op for sale,1200000,1,1,1120,"274 Water St Apt 1FNew York, NY 10038",40.7088594,-74.001287
House for sale,1425000,5,4,2184.207862,"138-51 63rd AveFlushing, NY 11367",40.7399679,-73.826261
Multi-family home for sale,1595000,9,6,4420,"1040 Herkimer StStuyvesant Heights, NY 11233",40.6777679,-73.9189779
Multi-family home for sale,1495000,3,6,5148,"2024 Bay Ridge AveBrooklyn, NY 11204",40.6137576,-73.9878002
Multi-family home for sale,2375000,4,4,2184.207862,"679 18th StBrooklyn, NY 11218",40.6537775,-73.9770686
House for sale,1425000,5,4,2184.207862,"138-51 63rd AveFlushing, NY 11367",40.7399679,-73.826261
House for sale,1248000,4,2,2450,"3007 Avenue SBrooklyn, NY 11229",40.6056129,-73.9396751
Multi-family home for sale,1499999,8,6,2184.207862,"191 Wyckoff AveBrooklyn, NY 11237",40.7028149,-73.9165356
Pending,495000,2,2,1100,"9967 Shore Rd Apt 7EBrooklyn, NY 11209",40.6123382,-74.0356075
Condo for sale,565000,1,1,804,"1721 W 6th St Apt 4BBrooklyn, NY 11223",40.6053887,-73.9787595
Co-op for sale,165000,1,1,750,"5614 Netherland Ave Apt 4BBronx, NY 10471",40.9047804,-73.9057444
Co-op for sale,399000,1,1,675,"4489 Broadway Apt 5BNew York, NY 10040",40.8581217,-73.9322431
Co-op for sale,4895000,4,2,3594,"35 E 12th St Unit 2ABNew York, NY 10003",40.7338734,-73.9921219
Co-op for sale,12500000,5,2.373860858,2184.207862,"925 Park Ave # 3 & 4ANew York, NY 10028",40.7762654,-73.9595399
Co-op for sale,475000,3,1,2184.207862,"535 E 72nd St Apt 5BManhattan, NY 10021",40.7662222,-73.9516342
Co-op for sale,11175000,4,6,3841,"1228 Madison Ave Apt 10New York, NY 10128",40.7825765,-73.9578338
Pending,1295000,1,1,2184.207862,"55 Central Park W Apt 12BNew York, NY 10023",40.7722757,-73.979081
Co-op for sale,825000,2,2,2184.207862,"150 W 55th St # 6CNew York, NY 10019",40.7636334,-73.9803004
Multi-family home for sale,1849000,6,3,3001,"219 16th StBrooklyn, NY 11215",40.6648195,-73.9891783
Co-op for sale,699000,1,1,700,"12 W 72nd St Apt 7HNew York, NY 10023",40.776434,-73.9771489
Pending,420000,1,1,2184.207862,"18 E 63rd St Apt 9Manhattan, NY 10065",40.7661564,-73.9700846
Condo for sale,320000,2,1,802,"1705 Purdy St Apt 9GBronx, NY 10462",40.840912,-73.8545918
Co-op for sale,525000,1,1,2184.207862,"1160 3rd Ave Apt 3DManhattan, NY 10065",40.7670221,-73.9628426
Land for sale,1100000,3,2.373860858,2184.207862,"112-08 39th AveCorona, NY 11368",40.7526719,-73.854675
Co-op for sale,650000,2,2,2184.207862,"435 E 57th St Apt 11CManhattan, NY 10022",40.7581185,-73.9620574
Co-op for sale,1650000,1,1,2184.207862,"170 E 78th St Apt 3CNew York, NY 10075",40.7737439,-73.9586221
Co-op for sale,1425000,2,2,2184.207862,"340 E 80th St Apt 17DNew York, NY 10075",40.7730858,-73.9528703
Condo for sale,418000,1,1,684,"120-17 Cove Ct Unit 91BCollege Point, NY 11356",40.7946644,-73.8473931
Multi-family home for sale,1399000,8,6,3448,"1238 E 72nd StBrooklyn, NY 11234",40.6255774,-73.913355
House for sale,339000,2,1,700,"31 Center PlStaten Island, NY 10306",40.5633004,-74.1004012
Pending,599900,6,4,2184.207862,"268 Westervelt AveStaten Island, NY 10301",40.6412495,-74.083228
Co-op for sale,400000,1,1,2184.207862,"21-55 34th Ave Apt 15BQueens, NY 11106",40.762146,-73.9318948
House for sale,699000,3,1,4000,"188-28 114th DrSaint Albans, NY 11412",40.6969277,-73.7655056
Condo for sale,1325000,2,2,2184.207862,"40 W 55th St Apt 8DNew York, NY 10019",40.7622732,-73.9767193
Condo for sale,1750000,6,3,3364,"1184 Nostrand AveBrooklyn, NY 11225",40.6585715,-73.9507462
Multi-family home for sale,2100000,3,3,2000,"155 W 9th StBrooklyn, NY 11231",40.6756187,-74.0002793
Co-op for sale,205900,1,1,750,"125-10 Queens Blvd Unit 821Kew Gardens, NY 11415",40.7119297,-73.826361
Co-op for sale,265000,1,1,765,"1250 Ocean Pkwy Apt 2CBrooklyn, NY 11230",40.6180698,-73.9699744
Co-op for sale,169999,1,1,2184.207862,"153-25 88th St Unit 2FHoward Beach, NY 11414",40.6661012,-73.8471882
House for sale,775000,3,1,1696,"1217 Fairfax AveBronx, NY 10465",40.8377397,-73.8241472
House for sale,685000,4,2,2269,"263 Richmond Hill RdStaten Island, NY 10314",40.5849183,-74.1599388
Co-op for sale,699000,1,1,700,"12 W 72nd St Apt 7HNew York, NY 10023",40.776434,-73.9771489
Pending,420000,1,1,2184.207862,"18 E 63rd St Apt 9Manhattan, NY 10065",40.7661564,-73.9700846
Multi-family home for sale,1245000,7,6,2184.207862,"32-13 112th StEast Elmhurst, NY 11369",40.7591289,-73.8579008
Co-op for sale,795000,1,1,2184.207862,"363 E 76th St Apt 14MNew York, NY 10021",40.7707242,-73.9542132
Condo for sale,445000,3,1,402,"25-74 34th St Unit 1CAstoria, NY 11103",40.7680157,-73.9174508
Co-op for sale,399000,2,1,960,"464 Neptune Ave Apt 2CBrooklyn, NY 11224",40.5792324,-73.9713245
Multi-family home for sale,1990000,6,5,2150,"204-18 46 AveBayside, NY 11361",40.7557556,-73.7774071
Co-op for sale,529000,2,1,2184.207862,"100 Overlook Terrace Ter Unit 312Manhattan, NY 10040",40.8558902,-73.9351781
Co-op for sale,7500000,6,6,4200,"1045 Park Ave # 10ABNew York, NY 10028",40.7802712,-73.9567847
Co-op for sale,595000,1,1,2184.207862,"160 Cabrini Blvd Apt 73New York, NY 10033",40.8540347,-73.9393276
Co-op for sale,525000,3,2,2184.207862,"458 Neptune Ave Apt 3RBrooklyn, NY 11224",40.5794182,-73.9709078
Co-op for sale,479000,2,1,1100,"2932 W 5th St Apt 17CBrooklyn, NY 11224",40.5778092,-73.9728288
Co-op for sale,4995000,4,4,5500,"485 Park Avenue Ave Unit 11FLRManhattan, NY 10022",40.7622996,-73.9698344
Co-op for sale,460000,2,1,2184.207862,"151 W 106th St Apt 5BManhattan, NY 10025",40.8002612,-73.9648347
House for sale,1200000,4,2,2184.207862,"46-36 206 StBayside, NY 11361",40.75515,-73.7757869
Condo for sale,5950000,2,2,1853,"173 Perry St # 8NNew York, NY 10014",40.7347565,-74.0097145
Condo for sale,599000,1,1,626,"333 E 109th St Apt 2AManhattan, NY 10029",40.7920582,-73.9393346
Co-op for sale,350000,3,1,2184.207862,"155 E 49th St Unit 5FManhattan, NY 10017",40.7556998,-73.9717539
Condo for sale,420000,1,1,668,"120 Ocean View Ave Unit 2CBrooklyn, NY 11235",40.5783101,-73.9670934
Contingent,2400000,3,2.373860858,3248,"891 Montgomery StBrooklyn, NY 11213",40.6647715,-73.9353047
Co-op for sale,2199000,2,2,1770,"565 W End Ave Apt 11DNew York, NY 10024",40.7899034,-73.9774703
Co-op for sale,595000,1,1,700,"425 E 51st St Apt 2GManhattan, NY 10022",40.754338,-73.964711
Co-op for sale,249000,2,1,1000,"2465 Haring St Apt 4DBrooklyn, NY 11235",40.5926635,-73.9388739
Condo for sale,11000000,4,4,3452,"177 9th Ave Ph AManhattan, NY 10011",40.7450569,-74.0027927
Co-op for sale,585000,1,1,2184.207862,"900 W 190th St Apt 14SNew York, NY 10040",40.8570262,-73.9361002
Multi-family home for sale,1180000,8,4,3321,"1246 Stratford AveBronx, NY 10472",40.8307543,-73.8757325
Co-op for sale,115000,3,1,550,"306 E Mosholu Pkwy S Apt 5CBronx, NY 10458",40.8716219,-73.8826018
Condo for sale,779000,1,1,638,"250 E 30th St Apt 6BManhattan, NY 10016",40.7422824,-73.9781111
Multi-family home for sale,1850000,12,7,4719,"715 55th StBrooklyn, NY 11220",40.6395826,-74.0081915
Townhouse for sale,925000,3,2,1875,"69-33 169 StFresh Meadows, NY 11365",40.7318932,-73.8001903
Pending,360000,1,1,2184.207862,"425 E 78th St Apt 1CManhattan, NY 10075",40.7711911,-73.9516646
House for sale,685000,4,2,2269,"263 Richmond Hill RdStaten Island, NY 10314",40.5849183,-74.1599388
Co-op for sale,2750000,2,2,2184.207862,"200 Central Park S Apt 20JManhattan, NY 10019",40.7666667,-73.9797008
Co-op for sale,1450000,4,2,2184.207862,"135 E 39th St Unit 1CDManhattan, NY 10016",40.7494389,-73.9768133
Townhouse for sale,3400000,5,4,4852,"218 W 139th St Unit ThNew York, NY 10030",40.8180997,-73.9429051
Co-op for sale,329000,2,1,2184.207862,"23-55 Bell Blvd Unit 4DBayside, NY 11360",40.7807824,-73.7743544
House for sale,699000,3,2,1008,"402 Grandview AveStaten Island, NY 10303",40.6306551,-74.1655807
Multi-family home for sale,1075000,7,3,2184.207862,"198 Cooper StBrooklyn, NY 11207",40.6888948,-73.9059091
Multi-family home for sale,790000,4,3,1784,"1845 Tomlinson AveBronx, NY 10461",40.8510197,-73.8533944
Co-op for sale,2199000,2,2,1770,"565 W End Ave Apt 11DNew York, NY 10024",40.7899034,-73.9774703
Condo for sale,11000000,4,4,3452,"177 9th Ave Ph AManhattan, NY 10011",40.7450569,-74.0027927
Co-op for sale,585000,1,1,2184.207862,"900 W 190th St Apt 14SNew York, NY 10040",40.8570262,-73.9361002
Condo for sale,7750000,5,6,3701,"50 Bridge Park Dr Unit 17AEBrooklyn, NY 11201",40.692916,-74.0008815
Townhouse for sale,19995000,6,8,8757,"80 Washington PlNew York, NY 10011",40.7318882,-73.9999891
Co-op for sale,3375000,3,3,2184.207862,"1165 Fifth Ave # 8CNew York, NY 10029",40.7888952,-73.9545865
House for sale,1175000,3,2.373860858,2184.207862,"3028 Brighton 7th StBrooklyn, NY 11235",40.5790606,-73.9612505
Co-op for sale,3150000,4,3,2184.207862,"101 W 81st St # 615/616New York, NY 10024",40.7835147,-73.9748183
Co-op for sale,15000000,4,6,2184.207862,"820 Fifth Ave Unit MaisonetteManhattan, NY 10065",40.7668419,-73.9707457
Co-op for sale,3150000,4,4,2184.207862,"870 Fifth Ave Unit 4HNew York, NY 10065",40.7699404,-73.9686033
Pending,825000,2,1,2184.207862,"33-11 73rd StJackson Heights, NY 11372",40.7542784,-73.8933876
House for sale,899000,2,2,1056,"1595 Independence AveBrooklyn, NY 11228",40.603279,-74.014377
Condo for sale,795000,1,1,860,"350 E 62nd St Apt 3BManhattan, NY 10065",40.7614804,-73.9610613
